run0,run1,run2,run3,run4,run5,run6,run7,run8,run9
-40.65057,-40.67822,-59.9005,-40.702442,-40.700676,-62.44787,-40.676807,-40.680775,-40.68748,-59.145256
-40.660946,-40.69213,-59.886055,-40.678577,-40.695274,-65.33203,-40.68305,-40.66844,-40.703453,-59.16235
-40.65609,-40.710606,-59.632656,-40.71247,-40.68574,-64.41367,-40.67672,-40.679153,-40.656235,-59.150913
-40.676006,-40.71868,-59.65786,-40.662197,-40.701633,-63.924313,-40.66462,-40.728634,-40.699898,-59.162296
-40.71086,-40.686092,-59.591423,-40.66711,-40.684795,-64.23422,-40.682636,-40.658028,-40.66878,-59.163715
-40.72916,-40.69854,-59.58158,-40.69413,-40.68319,-64.074615,-40.68838,-40.663918,-40.665318,-59.151623
-40.69424,-40.6627,-59.52442,-40.686172,-40.633514,-63.81739,-40.689476,-40.685963,-40.68279,-59.152546
-40.684696,-40.685116,-59.508484,-40.71643,-40.675014,-63.60695,-40.659805,-40.712532,-40.670967,-59.14471
-40.669765,-40.64505,-59.50996,-40.718864,-40.69708,-64.08389,-40.68589,-40.65327,-40.694954,-59.148647
-40.727844,-40.701084,-59.466805,-40.689342,-40.62582,-64.59276,-40.719448,-40.66439,-40.69462,-59.14714
-40.641426,-40.702396,-59.435696,-40.696213,-40.676346,-64.64097,-40.68671,-40.65591,-40.685425,-59.15182
-40.674225,-40.66757,-59.36481,-40.70193,-40.713806,-64.066124,-40.692493,-40.716366,-40.658318,-59.159237
-40.671127,-40.69722,-59.352657,-40.70019,-40.689342,-64.371895,-40.642296,-40.70257,-40.710423,-59.107933
-40.702663,-40.66897,-59.374985,-40.69151,-40.66665,-64.379944,-40.694695,-40.66012,-40.663742,-59.14141
-40.667583,-40.650383,-59.320477,-40.674786,-40.59906,-64.25242,-40.64676,-40.645866,-40.68566,-59.144436
-40.681408,-40.67165,-59.326725,-40.673004,-40.6615,-64.034515,-40.69014,-40.6769,-40.675583,-59.149433
-40.67876,-40.67939,-59.319298,-40.694553,-40.700417,-63.907585,-40.700523,-40.687733,-40.63229,-59.14102
-40.66149,-40.719265,-59.299267,-40.680195,-40.71461,-63.835987,-40.65224,-40.66172,-40.629578,-59.147766
-40.73566,-40.66229,-59.303562,-40.66291,-40.669384,-63.947063,-40.70004,-40.65716,-40.687233,-59.136658
-40.678867,-40.696415,-59.346554,-40.6636,-40.68771,-63.921997,-40.679462,-40.684517,-40.63947,-59.152004
-40.670086,-40.668625,-59.350525,-40.695457,-40.64297,-64.25803,-40.664665,-40.648838,-40.707478,-59.15312
-40.67139,-40.66672,-59.330776,-40.660595,-40.701107,-64.37218,-40.6793,-40.647026,-40.69546,-59.155556
-40.725025,-40.68927,-59.338783,-40.65182,-40.646744,-64.39062,-40.679752,-40.68384,-40.66889,-59.15148
-40.71403,-40.65382,-59.32588,-40.65826,-40.669453,-63.87071,-40.693512,-40.733994,-40.673676,-59.14949
-40.6678,-40.65375,-59.29302,-40.674225,-40.67328,-63.67883,-40.69258,-40.687008,-40.679394,-59.156513
